java -jar RankLib-2.1-patched.jar -train MSLR-WEB10K/Fold2/train.txt -ranker 6 -test MSLR-WEB10K/Fold2/test.txt -validate MSLR-WEB10K/Fold2/vali.txt -metric2t NDCG@10 -tc 10 -round 100

[+] General Parameters:
Training data:	MSLR-WEB10K/Fold2/train.txt
Test data:	MSLR-WEB10K/Fold2/test.txt
Validation data:	MSLR-WEB10K/Fold2/vali.txt
Feature vector representation: Dense.
Ranking method:	LambdaMART
Feature description file:	Unspecified. All features will be used.
Train metric:	NDCG@10
Test metric:	NDCG@10
Feature normalization: No

[+] LambdaMART's Parameters:
No. of trees: 1000
No. of leaves: 10
No. of threshold candidates: 10
Learning rate: 0.1
Stop early: 100 rounds without performance gain on validation data

Reading feature file [MSLR-WEB10K/Fold2/train.txt]... [Done.]            
(6000 ranked lists, 716683 entries read)
Reading feature file [MSLR-WEB10K/Fold2/vali.txt]... [Done.]            
(2000 ranked lists, 241521 entries read)
Reading feature file [MSLR-WEB10K/Fold2/test.txt]... [Done.]            
(2000 ranked lists, 241988 entries read)
Initializing... [Done]
---------------------------------
Training starts...
---------------------------------
#iter   | NDCG@10-T | NDCG@10-V | 
---------------------------------
224     | 0.4328    | 0.4229    | 
225     | 0.4327    | 0.4228    | 
226     | 0.4331    | 0.4229    | 
227     | 0.4331    | 0.4231    | 
228     | 0.4331    | 0.4227    | 
229     | 0.4332    | 0.4229    | 
230     | 0.4333    | 0.4228    | 
231     | 0.4332    | 0.4227    | 
232     | 0.4334    | 0.4226    | 
233     | 0.4334    | 0.4226    | 
234     | 0.4334    | 0.4224    | 
235     | 0.4334    | 0.4226    | 
236     | 0.4334    | 0.4228    | 
237     | 0.4334    | 0.4227    | 
238     | 0.4333    | 0.4225    | 
239     | 0.4335    | 0.4228    | 
240     | 0.4335    | 0.4229    | 
241     | 0.4336    | 0.4232    | 
242     | 0.4336    | 0.4233    | 
243     | 0.4336    | 0.4232    | 
244     | 0.4336    | 0.4232    | 
245     | 0.4338    | 0.4234    | 
246     | 0.434     | 0.4234    | 
247     | 0.4341    | 0.4233    | 
248     | 0.4341    | 0.4234    | 
249     | 0.4341    | 0.4236    | 
250     | 0.434     | 0.4236    | 
251     | 0.434     | 0.4235    | 
252     | 0.4341    | 0.4238    | 
253     | 0.4342    | 0.4237    | 
254     | 0.4343    | 0.4238    | 
255     | 0.4344    | 0.4238    | 
256     | 0.4344    | 0.4238    | 
257     | 0.4344    | 0.4239    | 
258     | 0.4345    | 0.4238    | 
259     | 0.4346    | 0.4239    | 
260     | 0.4345    | 0.424     | 
261     | 0.4346    | 0.4238    | 
262     | 0.4346    | 0.4241    | 
263     | 0.4345    | 0.4242    | 
264     | 0.4346    | 0.4243    | 
265     | 0.4348    | 0.4243    | 
266     | 0.4348    | 0.4245    | 
267     | 0.4348    | 0.4246    | 
268     | 0.4348    | 0.4247    | 
269     | 0.4349    | 0.4248    | 
270     | 0.4349    | 0.4248    | 
271     | 0.4349    | 0.4248    | 
272     | 0.4348    | 0.4249    | 
273     | 0.435     | 0.4249    | 
274     | 0.4353    | 0.4249    | 
275     | 0.4351    | 0.4249    | 
276     | 0.4352    | 0.4249    | 
277     | 0.4355    | 0.4252    | 
278     | 0.4355    | 0.4253    | 
279     | 0.4356    | 0.4252    | 
280     | 0.4356    | 0.4253    | 
281     | 0.4355    | 0.4253    | 
282     | 0.4355    | 0.4252    | 
283     | 0.4355    | 0.4253    | 
284     | 0.4355    | 0.4253    | 
285     | 0.4355    | 0.4252    | 
286     | 0.4356    | 0.4251    | 
287     | 0.4355    | 0.4251    | 
288     | 0.4356    | 0.4252    | 
289     | 0.4356    | 0.4253    | 
290     | 0.4356    | 0.4254    | 
291     | 0.4357    | 0.4253    | 
292     | 0.4358    | 0.4251    | 
293     | 0.4357    | 0.4252    | 
294     | 0.4358    | 0.4252    | 
295     | 0.436     | 0.4252    | 
296     | 0.4361    | 0.425     | 
297     | 0.4362    | 0.4252    | 
298     | 0.4362    | 0.4252    | 
